Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
3975,"The fact that hundreds of individuals
are dying from Ukrainian rockets and snipers does
not interest them.",premise,[3828],{}
3976,"They continue to View Donbas as
Ukrainian territory.",premise,[3829],{}
3977,"If one does not consider it to be
Ukrainian territory anymore, one should just say so
clearly.",non-arg,[],{}
3978,That would simplify things.,non-arg,[],{}
3979,"Secondly, we always condemn the deaths of
innocent people, and we stood ready to do so in the case
of Mariupol as well.",premise,[3830],{}
3980,"The fact that we were not able to
do so was the result of the sloppy diplomacy conducted
by a number of our colleagues using methods they have
resorted to in the past with respect to the Ukrainian
crisis, when they have come up with wording that
is quite clearly unacceptable to one member of the
Security Council.",premise,"[3831, 3832]","{(3831, 3830): 'attack', (3831, 3832): 'support'}"
3981,"Have they ever condemned the
inhumane statements that we hear from the authorities
in Kyiv?",claim,[3833],{}
3982,Not once.,claim,[3834],{}
3983,"Why is it that they all fixate on the
statements of one leader of the self-defence formations
and insist that we have to condemn them?",claim,[3835],{}
3984,"It is quite clear
that we are not acting fairly here, because a statement
condemning what happened in Mariupol would have
been adopted injust a few minutes, just as we adopted a
statement condemning what took place in Volnovakha,
which we immediately agreed to.",premise,"[3836, 3837]","{(3836, 3837): 'support'}"
3985,"Thirdly, we have always been in favour of objective
investigations in such cases.",premise,[3838],{}
3986,"Of course, one does not
want to bring to the Security Council the work of
the Organization for Security and Cooperation in
Europe (OSCE) Special Monitoring Mission.",premise,[3839],{}
3987,"In this
case, however, it seems to us that the members of the
Monitoring Mission did not act appropriately.",claim,[3840],{}
3988,"The
members of the Mission, which included individuals
from the United States, took a look the site of the
tragedy in a very cursory way and then immediately
came up with a statement.",premise,[3841],{}
3989,"That runs counter to the
traditional and agreed methods of work of the OSCE.",premise,[3842],{}
3990,"Again, in this situation we see a case in which tragic
events have clearly been exploited for political ends.",claim,[3843],{}
3991,"Allow me to now move on to the more substantive
part of our discussion.",non-arg,[],{}
3992,"Regrettably, our meeting here
today reminds us of a great many previous meetings,
although the focus is perhaps a little different than
before.",non-arg,[],{}
3993,"Many colleagues today have focused on the
statements made by the self-proclaimed Donetsk
People's Republic.",non-arg,[],{}
3994,"I remind Council members that
Donbas has been shelled for months by Ukrainian
rockets and artillery.",premise,[3844],{}
3995,"Therefore, it is quite clear that we
cannot expect conciliatory statements from the leaders
of the Donetsk People's Republic.",claim,[3845],{}
3996,"They have been
trying for month to push the rockets and artillery of the
Ukrainian forces back far enough so that they could not
threaten Donetsk and Luhansk.",premise,[3846],{}
3997,"That, too, is a goal of
the Minsk agreements and underscores the importance
of implementing them.",claim,[3847],{}
3998,"We have received much information here today, but
we need to look at the roots of the problem.",premise,[3848],{}
3999,"We need to
understand what is meant by the thesis that the conflict
in eastern Ukraine cannot be resolved by military
means.",claim,[3849],{}
4000,"We referred to this in the Security Council
during the early phase of the conflict.",non-arg,[],{}
4001,"Ukrainian tanks
cannot simply move into Donbas.",claim,[3850],{}
4002,"Unfortunately, that
was part of the Poroshenko peace plan, which, in
essence, demanded the capitulation of the self-defence
formations.",premise,[3851],{}
4003,"That was the first step towards escalating
the conflict into a catastrophe.",claim,[3852],{}
4004,"That is unacceptable, but
unfortunately we have recently seen it being pushed by
certain members of the Security Council.",premise,"[3853, 3854]","{(3853, 3851): 'support', (3853, 3854): 'attack'}"
4005,"Some Council
members today have said that the insurgents and Russia
need to do this, that and the other, and then we could
begin the political settlement.",premise,[3855],{}
4006,"That is the entirely
wrong approach.",claim,[3856],{}
4007,"Serious political efforts need to be
undertaken right now.",premise,[3857],{}
4008,"Direct dialogue between Kyiv
and the east need to be set up.",claim,[3858],{}
4009,"It is necessary to put an
end to the game of hide-and-seek with the Constitution,
which needs to be discussed at a all-Ukraine level.",claim,[3859],{}
4010,"Today, Mr. Feltman said that Mr. Poroshenko had
agreed to a return to the Geneva format.",non-arg,[],{}
4011,"Frankly, I am
not familiar with the fact that Russia had agreed to a
change in the format, but as far as I know Moscow is
very flexible when it comes to the format.",premise,"[3860, 3861]","{(3861, 3860): 'attack', (3861, 3862): 'support'}"
4012,"We stand
ready to work in any format that would have a chance
of yielding genuine progress in favour of a settlement.",premise,[3862],{}
4013,"I wish to underscore, however, no discussion regarding
one format or another should serve as a pretext to
move away from direct dialogue between Kyiv and the
representatives of the regions, first and foremost the
east.",claim,[3863],{}
4014,"Mr. Sergeyev (Ukraine): My country has been
mentioned once again.",non-arg,[],{}
4015,"Ukraine has always presented
facts and figures, confirmed not only by other national
competent authorities, but also by many independent
observers and missions of international organizations
on the ground.",premise,[3864],{}
4016,"Today, we also have a list of questions
on the 16 battalions and other groups.",premise,[3865],{}
4017,"I urge the Council
to compare the figures.",claim,[3866],{}
4018,"At the last Council meeting
(see S/PV.7365), 9,000 Russian troops were mentioned.",premise,[3867],{}
4019,"Today, we have calculated that there are around 12,000
troops, 235 tanks, 720 armoured combat vehicles and
263 artillery systems.",premise,[3868],{}
4020,"It would be much easier for us
if we received any explanation from the Russian side
about what they are doing in the sovereign territory of
Ukraine.",claim,[3869],{}
4021,"It would be much easier for all of us to solve
the problem if they immediately withdrew those forces
and their presence in Ukraine, pursuant to the Minsk
agreement.",claim,[3870],{}
4022,"What we have heard instead from the Russian
representative in the Council today is nothing but the old,
arid and constantly repeated magic mantra - fictions
about coup d'etats, Bandera and Shukhevych fascists,
anti-Semites, oppression of the Russian language,
ignoring the rights of the Donbas population, and so on.",premise,[3871],{}
4023,"But not even once have Ukraine and the world received
even a briefand meaningful message ofcondolence from
Russia for the victims killed by its own mercenaries in
Mariupol or Volnovakha.",premise,[3872],{}
4024,"Instead, we see how Russia
helps the Russian-speaking population of Donbas: by
exterminating it with Grad shelling.",premise,[3873],{}
4025,"I call again on the Russian Federation not to
play with words or to turn Council deliberations into
theatre.",claim,[3874],{}
4026,"We have a lot of proof of its direct and indirect
aggression in Ukraine.",premise,[3875],{}
4027,"We are still restrained in calling
for the Council's full recognition that Russia is the
aggressor, but that cannot last long.",claim,[3876],{}
4028,"Russia is a sponsor
of terrorism in Ukraine.",claim,[3877],{}
4029,"We advise Russia to stop and
to do what was agreed in Minsk.",claim,[3878],{}
4030,"Mr. Churkin (Russian Federation) (spoke in Russian): I am a little surprised at our Ukrainian
colleague has begun to argue using concepts that I did
not voice during my comments in the Council today.",non-arg,[],{}
4031,"But it is good that he he has remembered them and that
he deems it necessary to continue to argue about things
that are simply not subject to argument, concerning
Stepan Bandera and other related matters.",non-arg,[],{}
