id,sentence_claim,sentence_premise,relation
4671,"[3967, 'We will do everything to stop the pain  and suffering, to return peace to each Ukrainian  family - from Lviv to Luhansk, from Chernihiv  to Kerch.']","[4033, 'I am  gratified by the fact that our Ukrainian colleague has  assimilated the English language and that he speaks it  so well, but I am just stunned by the fact that he has  forgotten his Russian, because only a few moments ago  I explained the thrust of the problem facing the east.']",no relation
4672,"[3929, 'Those responsible for such deplorable acts against  the civilian population must be held accountable, and  we emphasize the absolute necessity for an objective  investigation of the facts that will see that those  responsible are brought to justice.']","[3665, 'First they stopped paying  pensions and social benefits, and then imposed a  blockade on humanitarian assistance.']",no relation
4673,"[2931, 'They pose no threats to the  Minsk agreements and the peace process.']","[2853, 'It is with the help of such odious characters that  Moscow is ""fighting Fascism"" in Ukraine.']",no relation
4674,"[1686, 'A transparent and independent comprehensive international investigation must be completed as soon as possible.']","[1589, 'In June, separatists boasted of possessing an SA-11 Buk missile system.']",no relation
4675,"[4227, 'It is profoundly  regrettable that, a year after the Minsk package of  measures was agreed on, its initial security provisions  have yet to be implemented by Russia and its proxies.']","[4074, 'With regard to developing the central role of the  Organization for Security and Cooperation in Europe  to certain emerging challenges a I am thinking in  particular about migration, combatting radicalization  and even climate change f it is important with all  of those issues, which are so important for European  security, that the OSCE work towards specific  responses beyond public posturing.']",no relation
4676,"[312, 'It is clear that the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea, which video evidence confirms.']","[150, 'The use of armed force that we are now witnessing in eastern Ukraine to impose one set of views on the peaceful majority is therefore entirely without justification.']",no relation
4677,"[256, ""Maximal self-restraint  must be shown, and constructive dialogue sought and  established on an urgent basis in order to de-escalate  the situation and address the parties' differences.""]","[93, 'The Council has heard it publicly, and we have heard it privately.']",no relation
4678,"[1506, 'Therefore, we cannot rule out technical assistance from Russian personnel in operating the systems.']","[1298, 'There is a need to guarantee a return to stability in the country.']",no relation
4679,"[1413, 'Regarding what one colleague said, that Russia is refusing to implement the 17 April Geneva statement, I would repeat that Russia would never refuse to implement any useful document agreed upon during the crisis, including the 21 February agreement.']","[1430, 'Those are just a few of the statements that we made, but if we could just take that particular lie of the table, it would be helpful and a little more constructive.']",no relation
4680,"[3341, ""Ukraine must therefore remain at the heart of the  Security Council's priorities.""]","[3377, ""Against this deteriorating context, it should dismay  us all that repeated calls for a ceasefire and for respect  for Ukraine's sovereignty and territorial integrity have  not been heeded.""]",no relation
4681,"[738, 'On the contrary, those groups have become legal.']","[898, 'It should be understood that peaceful protesters cannot buy MANPADs in shops.']",no relation
4682,"[790, 'There is a need to lift the order on using arms against civilians, as well as to free the political prisoners and disarm the Right Sector.']","[1060, ""Worsening instability in Ukraine is in no one's long-term interest.""]",no relation
4683,"[418, 'They are not demonstrations.']","[157, 'Those facts, which come to us through the waves of images on the Internet, are the same as the ones that Russia labelled a month ago as spontaneous demonstrations by local self-defence groups.']",no relation
4684,"[179, 'It must show itself up to the task ofplaying the role it wishes to play as a pillar of Euro-Asian stability.']","[296, 'According to Ukrainian intelligence data, during the past month and a half in the eastern regions of Ukraine, agents of the Russian special services embarked on large-scale operations to seize power and destabilize the situation, threatening the lives of citizens of Ukraine, for the purpose of separating those regions from our country.']",no relation
4685,"[1233, 'We hope that the parties concerned will proceed from the need to safeguard the fundamental interests of various ethnic groups in Ukraine, maintain regional peace and stability, keep calm, exercise restraint and avoid further deterioration of the situation.']","[1216, 'It has initiated a process of constitutional reform aimed at decentralizing power.']",no relation
