ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
4918,UNSC_2017_SPV.7887_spch011_CN_pos,4462,"We also hope that all parties concerned will
fully implement resolution 2202 (2015) and the Minsk
agreements and seek a comprehensive, lasting and
balanced solution to the question of Ukraine through
dialogue and consultation.","[4277, 'We also hope that all parties concerned will\nfully implement resolution 2202 (2015) and the Minsk\nagreements and seek a comprehensive, lasting and\nbalanced solution to the question of Ukraine through\ndialogue and consultation']",claim,standalone
4919,UNSC_2017_SPV.7887_spch011_CN_pos,4463,"The international community should keep up
its support for the diplomatic efforts of the parties
concerned aimed at finding a political settlement of the
question of Ukraine and at joining forces in contributing

to the achievement of peace, stability and development
in the country at an early date.","[4278, 'The international community should keep up\nits support for the diplomatic efforts of the parties\nconcerned aimed at finding a political settlement of the\nquestion of Ukraine and at joining forces in contributing\n\nto the achievement of peace, stability and development\nin the country at an early date.']",claim,standalone
4920,UNSC_2017_SPV.7887_spch013_ET_pos,4464,Ms.,non-arg,non-arg,non-arg
4921,UNSC_2017_SPV.7887_spch013_ET_pos,4465,"Guadey (Ethiopia): I wish to start by
congratulating His Excellency Mr. Sebastian Kurz, the
Minister for Foreign Affairs ofAustria, on his becoming
Chairperson-in-Office of the Organization for Security
and Cooperation in Europe (OSCE).",non-arg,non-arg,non-arg
4922,UNSC_2017_SPV.7887_spch013_ET_pos,4466,"I would also like to
thank him for his comprehensive briefing.",non-arg,non-arg,non-arg
4923,UNSC_2017_SPV.7887_spch013_ET_pos,4467,"We welcome the significant contribution that
the OSCE continues to make in supporting the
maintenance of international peace and security as
one of the largest regional security organizations.","[4279, 'We welcome the significant contribution that\nthe OSCE continues to make in supporting the\nmaintenance of international peace and security as\none of the largest regional security organizations.']",claim,{4280: 'support'}
4924,UNSC_2017_SPV.7887_spch013_ET_pos,4468,"Its
comprehensive approach to security, which includes the
political, military, economic, environmental and human
dimensions, is in line with the new global paradigm
aimed at ensuring sustainable peace and development.","[4280, 'Its\ncomprehensive approach to security, which includes the\npolitical, military, economic, environmental and human\ndimensions, is in line with the new global paradigm\naimed at ensuring sustainable peace and development.']",premise,{}
4925,UNSC_2017_SPV.7887_spch013_ET_pos,4469,"In that connection, we take note ofthe organization's
efforts in conflict prevention and resolution as well
as post-conflict reconstruction and peacebuilding.","[4281, ""we take note ofthe organization's\nefforts in conflict prevention and resolution as well\nas post-conflict reconstruction and peacebuilding.""]",premise,{}
4926,UNSC_2017_SPV.7887_spch013_ET_pos,4470,"Particularly, we appreciate the important role that
the OSCE is playing in the efforts to resolve the
protracted and new conflicts in South-Eastern Europe,
Eastern Europe, the South Caucasus and Central
Asia, in cooperation with the United Nations and the
European Union.","[4282, 'we appreciate the important role that\nthe OSCE is playing in the efforts to resolve the\nprotracted and new conflicts in South-Eastern Europe,\nEastern Europe, the South Caucasus and Central\nAsia, in cooperation with the United Nations and the\nEuropean Union']",claim,"{4280: 'support', 4281: 'support'}"
4927,UNSC_2017_SPV.7887_spch013_ET_pos,4471,"As we said yesterday during our debate on conflicts
in Europe (see S/PV.7886), dialogue and negotiation
remain the only way to find a durable and diplomatic
solution to some of those conflicts and extremely
delicate issues of peace and security affecting States
members of the OSCE.","[4283, 'dialogue and negotiation\nremain the only way to find a durable and diplomatic\nsolution to some of those conflicts and extremely\ndelicate issues of peace and security affecting States\nmembers of the OSCE.']",premise,{}
4928,UNSC_2017_SPV.7887_spch013_ET_pos,4472,"We cannot overemphasize the
need for the political will and commitment ofthe parties
to some of those conflicts to reach peaceful settlements
but also to ensure that agreements are fully respected
and implemented.","[4284, 'We cannot overemphasize the\nneed for the political will and commitment ofthe parties\nto some of those conflicts to reach peaceful settlements\nbut also to ensure that agreements are fully respected\nand implemented.']",claim,{4283: 'support'}
4929,UNSC_2017_SPV.7887_spch013_ET_pos,4473,"Building the necessary trust and
confidence between and among the parties is also very
critical to making tangible progress.","[4285, 'Building the necessary trust and\nconfidence between and among the parties is also very\ncritical to making tangible progress.']",claim,"{4283: 'support', 4286: 'support'}"
4930,UNSC_2017_SPV.7887_spch013_ET_pos,4474,"We are pleased to
note that the Austrian chairmanship has made that one
of its main priorities.",non-arg,non-arg,non-arg
4931,UNSC_2017_SPV.7887_spch013_ET_pos,4475,"Most importantly, its commitment
to continue exerting efforts to enhance informal and
alternative channels of communication to improve
mutual understanding and trust is very welcome.","[4286, 'its commitment\nto continue exerting efforts to enhance informal and\nalternative channels of communication to improve\nmutual understanding and trust is very welcome.']",premise,{}
4932,UNSC_2017_SPV.7887_spch013_ET_pos,4476,"As in other regions of the world, the growing
threats of terrorism and violent extremism pose a
significant security challenge to States members of
the OSCE.","[4287, 'the growing\nthreats of terrorism and violent extremism pose a\nsignificant security challenge to States members of\nthe OSCE.']",premise,{}
4933,UNSC_2017_SPV.7887_spch013_ET_pos,4477,"The organization has been playing a very
important role in preventing and combating terrorism
by promoting a coordinated approach among member
States.","[4288, 'The organization has been playing a very\nimportant role in preventing and combating terrorism\nby promoting a coordinated approach among member\nStates.']",claim,{4290: 'support'}
4934,UNSC_2017_SPV.7887_spch013_ET_pos,4478,"In that context, it is only appropriate that the
Austrian chairmanship is placing greater emphasize on
addressing youth radicalization and violent extremism
in the entire OSCE area.","[4289, 'it is only appropriate that the\nAustrian chairmanship is placing greater emphasize on\naddressing youth radicalization and violent extremism\nin the entire OSCE area.']",claim,{4287: 'support'}
4935,UNSC_2017_SPV.7887_spch013_ET_pos,4479,"Promoting cooperation with other relevant regional
and international organizations will be Vital for the
OSCE not only in countering terrorism but also in all
the other dimensions of its work.","[4290, 'Promoting cooperation with other relevant regional\nand international organizations will be Vital for the\nOSCE not only in countering terrorism but also in all\nthe other dimensions of its work.']",premise,{}
4936,UNSC_2017_SPV.7887_spch013_ET_pos,4480,"Ethiopia attaches great
importance to cooperation between the United Nations
and regional organizations, in line with Chapter VIII
of the Charter of the United Nations.","[4291, 'Ethiopia attaches great\nimportance to cooperation between the United Nations\nand regional organizations, in line with Chapter VIII\nof the Charter of the United Nations.']",claim,standalone
4937,UNSC_2017_SPV.7887_spch013_ET_pos,4481,"In that regard,
we appreciate the partnership between the OSCE and
the United Nations, which has been maintained through
high-level dialogues and information-sharing, as well
as cooperation in the field.",non-arg,non-arg,non-arg
4938,UNSC_2017_SPV.7887_spch013_ET_pos,4482,"Finally, we wish the Austrian chairmanship success
in implementing its priorities towards achieving greater
security and stability in the entire OSCE area.",non-arg,non-arg,non-arg
4939,UNSC_2017_SPV.7887_spch014_FR,4483,"Mr. Delattre (France) (spoke in French): Today,
I welcome the presence of Mr. Sebastian Kurz, the
Austrian Minister for Europe, Integration and Foreign
Affairs, at the Security Council table and congratulate
his country on its assumption of the chairmanship
of the Organization for Security and Cooperation
in Europe (OSCE) for this year.",non-arg,non-arg,non-arg
4940,UNSC_2017_SPV.7887_spch014_FR,4484,"In the challenging
strategic environment that Europe is facing today,
Austria knows that it can count on our full support to
implement its programme of work, which is centred
appropriately on the themes of security, conflict
resolution and combating radicalization and terrorism.","[4292, 'In the challenging\nstrategic environment that Europe is facing today']",premise,{}
4941,UNSC_2017_SPV.7887_spch014_FR,4484,"In the challenging
strategic environment that Europe is facing today,
Austria knows that it can count on our full support to
implement its programme of work, which is centred
appropriately on the themes of security, conflict
resolution and combating radicalization and terrorism.","[4293, 'Austria knows that it can count on our full support to\nimplement its programme of work, which is centred\nappropriately on the themes of security, conflict\nresolution and combating radicalization and terrorism.']",claim,{4292: 'support'}
