Component,Label
It is on this very foundation that cooperation between the United Nations and the OSCE should be based. ,claim
"We share the emphasis of the German chairmanship on the ""all-weather"" dialogue, for which the OSCE has a solid foundation in the form of the genuine equality of all States parties and a broad-based agenda, which reflects the interests of all. ",claim
in the OSCE not a single State or bloc of States can freeze matters of common interest and of paramount importance for European security. ,premise
"There are collective means of crisis management, which enjoy high credibility in the region. ",claim
That must remain the OSCE's philosophy of dialogue in the future. ,claim
"Unfortunately, the ideals that were at the heart of the creation of the organization have not always been implemented in practice, nor has cooperation between States become a key rallying factor. ",premise
"Sometimes, one has the impression that geopolitical egoism or a narrowness of political thinking has the upper hand. ",premise
"Who would have thought that in the heart of Europe there could have been such a violent armed coup d'etat as took place in Ukraine, and even with the support of some members of the OSCE? ",premise
"In that context, the people of Crimea were free to decide to join Russia. ",claim
"The instruments that were proposed by the OSCE to settle the crisis, including the Swiss road map, remained on the table, ",claim
first and foremost due to Kyiv's lack of desire to seek a solution based on an inclusive dialogue to solve the conflict with different regions and to a lack of good political leadership. ,premise
The agenda was imposed by radicals. ,premise
"That is the reason not only for the complete disarray in the economic and political life of Ukraine, but also of Kyiv's failure to implement a number of key provisions of the package of measures agreed upon in Minsk by the leaders of Normandy quartet and endorsed in resolution 2202 (2015). ",claim
