Sentence,Label,Components
"As long as that continues and Kyiv continues to undermine the Minsk agreements, as long as it refuses to talk directly to its own citizens while falsely presenting Russia as a party to the conflict but not themselves - alas, we can expect nothing good and no genuine settlement.",premise,"{'As long as that continues and Kyiv continues to undermine the Minsk agreements, as long as it refuses to talk directly to its own citizens while falsely presenting Russia as a party to the conflict but not themselves': ['premise', 216], 'we can expect nothing good and no genuine settlement.': ['claim', 53]}"
"For our part, we are directly interested in normalizing the situation in Ukraine as soon as possible, and we are doing everything we can to facilitate that.",claim,"{'For our part, we are directly interested in normalizing the situation in Ukraine as soon as possible': ['claim', 100], 'we are doing everything we can to facilitate that.': ['claim', 50]}"
"But I would like to remind everyone, including those who spoke today, that before Ukraine can regain control of its borders, it must first comply with the political elements of the agreements, which are a condition for regaining that control, and not the other way around.",none,{}
That is what the Minsk agreements say.,none,{}
I advise those who are so fond of referring to them to read them again.,none,{}
"We support the efforts of the OSCE in the Trilateral Contact Group and the work of the Special Monitoring Mission in Donbas, which is acting as the international observer for the implementation by the parties - Kyiv, Donetsk and Luhansk - of the Minsk agreements, which are the sole basis for a settlement of the crisis in Ukraine, as affirmed in resolution 2202 (2015).",claim,"{'We support the efforts of the OSCE in the Trilateral Contact Group and the work of the Special Monitoring Mission in Donbas, which is acting as the international observer for the implementation by the parties - Kyiv, Donetsk and Luhansk - of the Minsk agreements': ['claim', 262]}"
"We hope that the Italian chairship will continue to ensure the objectivity of the work of the Special Monitoring Mission, as well as focusing the OSCE's representatives in the Contact Group on developing a direct dialogue among the parties to the conflict.",none,{}
"In conclusion, I would like to once again emphasize that Russia sees the OSCE as an important mechanism for building an equal and indivisible system of pan- European security and wants to strengthen its role and prestige.",claim,"{'I would like to once again emphasize that Russia sees the OSCE as an important mechanism for building an equal and indivisible system of pan- European security and wants to strengthen its role and prestige.': ['claim', 206]}"
"We believe firmly that in order to increase the OSCE's prestige, it is essential to define its priorities.",claim,"{""in order to increase the OSCE's prestige, it is essential to define its priorities."": ['claim', 83]}"
The necessity for reform is long overdue.,claim,"{'The necessity for reform is long overdue.': ['claim', 41]}"
"At issue are its adoption of a charter and rules for its executive structures' operations, as well as introducing order and transparency in many other areas.",claim,"{""At issue are its adoption of a charter and rules for its executive structures' operations, as well as introducing order and transparency in many other areas."": ['claim', 157]}"
